"Conference Name","Dates","Venue","Program/Agenda","Keynote Speakers","Technical/Program Committee","Pricing/Registration","Sponsors/Exhibitors","Website","Regional Safety Note"
"2nd Global Cleaner Production Conference","","","","Keynote: European Commission (Joint Research Centre); Silvia Álvarez Torrellas (Universidad Complutense de Madrid); Ana Arias Calvo (Imperial College)","Committee & speakers: Weiqiang Chen (Institute of Urban Environment, Chinese Academy of Sciences, China); Silvia Álvarez Torrellas (Universidad Complutense de Madrid); Ana Arias Calvo (Imperial College)","","CRETUS","https://www.elsevier.com/events/conferences/all/global-cleaner-production-conference",""
"2026 6th International Conference on Artificial Intelligence and Application Technologies","","","Monday 10:00 - 18:00: to Friday","","Organizing Committee: Genci Capi (Hosei University); Simon X. Yang (University of Guelph); Chinthaka Premachandra (Shibaura Institute of Technology); Kenji Suzuki (Tokyo Institute of Technology); Yau-Zen Chang (Chang Gung University); Cheng Siong LEE (Monash University); Hidetoshi Ikeda (Niigata Institute of Technology); Tianyi Wang (Yokohama National University); Subhas Mukhopadhyay (Macquarie University); Juntao Fei (Hohai University); Huiyuan Shi (Liaoning Petrochemical University); Wen-Jer Chang (National Taiwan Ocean University); Abdel-Badeeh M. Salem (Ain Shams University); Alex Mathews (Bethany College); Beligiannnis Grigorios (University of Patras); Dipak Kumar Jana (Haldia Institute of Technology); Edwin Setiawan Nugraha (President University); Hazel F. Anuncio (Eulogio ""Amang"" Rodriguez Institute of Science and Technology); Khairul Azha A Aziz (Universiti Teknikal Malaysia Melaka); Kunta Hsieh (Fuzhou University of International Studies and Trade); MINERVA C. ZOLETA (Eulogio “Amang” Rodriguez Institute of Science and Technology Manila); MOHAMMAD 'AFIF BIN KASNO (Universiti Teknikal Malaysia Melaka); Mohd Ashraf Ahmad (University Malaysia Pahang); Nathaphon Boonnam (Prince of Songkla University); Nino Dalida Naldoza (Philippine Normal University); Pham Hai Yen (Vietnam National University); Qingzheng Xu (Information Support Force Engineering University); R. Kanesaraj Ramasamy (Multimedia University); Rajneesh Sharma (Netaji Subhas University of Technology New Delhi); Rana Mukherji (The ICFAI University Jaipur); Ren-Jye Dzeng (National Chiao-Tung University); Shih-Cheng Horng (Chaoyang University of Technology); Takahiro Koita (Doshisha University); Vaitheeswaran Vembarasan (Shiv Nadar University Chennai); Victoria A. Sablina (Ryazan State Radio Engineering University); Wanyok Atisattapong (Thammasat University); Zati Hakim Azizul Hasan (University of Malaya)","","","https://www.aiat.org/",""
"2027 19th International Conference on Computer Research and Development","","","Technical Supporters","","","","","https://www.iccrd.org/",""
"2027 International Conference on Architecture and Environmental Research","","","","Keynote: Miwako Hosoda (Professor of Seisa University); Yi Huang (doctoral supervisor at Chengdu University of Technology)","Committee: Kokyo Oh (Center for Environmental Science in Saitama); Ngai Weng Chan (Universiti Sains Malaysia); Satoshi Soda (Ritsumeikan University); Hikari Shimadera (Osaka University); Shinano Hayashi (Tokoha University)","","","https://www.icaer.org/",""
"2027 15th International Conference on Nano and Materials Science","","","January 20, 2027. 10:00 A.M-12:00 P.M 14:00 P.M-17:00 P.M: Participants Registration and Conference Kits Collection. January 21, 2027. 09:00 A.M.- 12:00 P.M.: Opening Address & Keynote Speeches & Invited Speeches. 12:00 P.M.- 13:30 P.M.: Lunch. 13:30 P.M.- 18:00 P.M.: Oral & Poster Sessions. 18:00A.M.- 19:30 P.M.: Dinner. January 22, 2027. 09:00 A.M.-16:00 P.M.: Oral Sessions. January 23, 2027. 08:00 A.M.-18:00 P.M.: Technical Visit (Optional). December 2025: Kindly note the current schedule is just for reference, final schedule might be different. Detailed schedule file will be available for download in late .","","Honorary Chairs: Ramesh K. Agarwal (Washington University in St. Louis). Conference Chair: Kwang Leong Choy (Duke Kunshan University). Local Chair: Joon Ching Juan (University of Malaya). Program Committee Chairs: Antonio Di Bartolomeo (Salerno University). Regional Chairs: Xu Chen (University of Washington). Publicity Committee: Arghya Narayan Banerjee (Yeungnam University). International Technical Committees: Abbad Al Baroot (Imam Abdurahman Bin Faisal University)","","","https://www.icnms.org/",""
"2027 13th International Conference on Computing and Data Engineering","","","","","Committees: Hai Jin (Huazhong University of Science and Technology); Peter Haddawy (Mahidol University); Luca de Alfaro (University of California); Bruno Carpentieri (University of Salerno); David Billard (University of Applied Sciences in Geneva); Uwe Serdult (Ritsumeikan University); Tony Lindgren (Stockholm University); Suppawong Tuarob (Mahidol University); Shu-Chen Kao (Kun Shan University); Kietikul Jearanaitanakij (King Mongkut’s Institute of Technology); Huiyu Zhou (University of Leicester); Congduan Li (Sun Yat-sen University); Mohammad Tariqul Islam (Universiti Kebangsaan Malaysia); Gabriel Gomes (State University of Campinas); Yu-ning Dong (Nanjing University of Posts and Telecommunications); Chen-Huei Chou (College of Charleston); Zhuhua Hu (Hainan University); Lei Chen (Shandong University); Gemma Guerrero Acedo (Catanduanes State University); Ju Wook Jang (Sogang University); Monica Mo Xiao (Xihua University); Chei-Chang Chiou (National Changhua University of Education); Yu Lei (Anhui University of Chinese Medicine); Yew Kee Wong (Hong Kong Chu Hai College); Herminino Cuyo Lagunzad (National University-Fairview); Dina ElMenshawy (Cairo University); Chavis Srichan (Khon Kaen University); Rosemarie Tubise Bigueras (Camarines Norte State College); Josefa Angelie D. Revilla (University of the Philippines Los Banos); Ramanan K (Amrita College of Engineering and Technology); Salem Saleh Alkhalaf (King Saud University); Jyh-Cheng Jeng (National Taipei University of Technology); Phyo Thandar Thant (Hokkaido University); Shenghan Zhou (Beihang University); Zongmin Ma (Nanjing University of Aeronautics and Astronautics); Shehroz S Khan (University of Toronto); Thidawan Klaysri; Tao Fang (Shanghai Jiao Tong University); Lan Yang (California State Polytechnic University); Ching-Mu Chen (National Penghu Univerdity of Technology); Shekhar R (Alliance University); Yali Gao (Beijing University of Posts and Telecommunications); Qiushi Bai (University of California); Siva Raja P M (Amrita College of Engineering and Technology); Mohammad Bilal Shaikh; Wei Ren (China University of Geosciences); Xukang Wang (Fudan University); Hong Huoo (Shanghai Jiao Tong University); Angelo C. Ani (University of the Philippines Los Baños); Keng-Sheng Ting (Minth University of Science and Technology); Ping Zhu (Beijing Broad Network & Information Company Limited); Adrian Kampa (Silesian University of Technology); Phien Nguyen Ngoc (Ton Duc Thang University)","","","https://iccde.org/",""
"2027 10th International Conference on Computers in Management and Business","","","Thursday | 18 February, 2027. 13:30-17:30: Sign-in and Conference Kit Collection. Friday | 19 February, 2027 9:00-9:10 Opening Remark 9:10-9:55 Keynote Speaker I 9:55-10:20 Group Photo & Coffee Break 10:20-11:05 Keynote Speaker II 11:05-11:50 Keynote Speaker III 11:50-13:30 Lunch 13:30-15:15 Session 1 Service Based Application Design and System Evaluation: Session 1 Service Based Application Design and System Evaluation. 9:00-9:10: Opening Remark. 9:10-9:55: Keynote Speaker I. 9:55-10:20: Group Photo & Coffee Break. 10:20-11:05: Keynote Speaker II. 11:05-11:50: Keynote Speaker III. 11:50-13:30: Lunch. 13:30-15:15: Session 1 Service Based Application Design and System Evaluation. 13:30-15:00: Session 2 User Oriented Intelligent Program Design and Platform Construction. 13:30-15:00: Session 3 Machine Learning Models and Computational Methods in Ecommerce. 15:00-15:30: Coffee Break. 15:30-17:15: Session 4 Modern Supply Chain Systems and Management. 15:30-17:15: Session 5 Enterprise Digital Transformation and Development. 15:15-16:45: Session 6 Advanced Intelligent Information Technology and Applications. 18:00-20:00: Dinner Banquet. Saturday | 20 February, 2027. 10:00-11:30: Session 7 Information Management and Service Platform Based on Machine Learning Models. 13:30-15:00: Session 8 Software and Program Design","Keynote: Coming Soon...; RTL Version; LTR Version","Conference Committees: RTL Version; LTR Version","","","https://www.iccmb.org/",""
"2027 International Conference on Robotics and Intelligent Control","","","September 20, 2026: Important Dates Submission of Special Session Proposals: Notification of Proposals: September 25, 2026 Submission of Full Papers: November 5, 2026 Notification of Review Result of Papers from Special Sessions: December 5, 2026","","Conference Committees: Ruiz Palacios Fredy Orlando (Beihang University); Kai Cheng (Brunel University); Publication Chairs; Jinhua She (Tokyo University of Technology); Publicity Chairs; Mingyang Xie (Nanjing University of Aeronautics and Astronautics); Peng Mei (AGH University of Krakow); Bhagath Singh Jayaprakasam (Cognizant Technology Solutions)","","","https://www.icric.org/",""
"2027 International Conference on Building Materials and Construction","","","November 15, 2026: Please send your proposal to icbmc@cbees.net . Special session is open for proposal before .","","","","","https://icbmc.org/",""
"2027 19th International Conference on Machine Learning and Computing","","","February 26: ICMLC 2027 will be held in Shenzhen, China on -March 01, 2027. The ICMLC 2027 organizing committees invite you to submit the papers to special session. Each special session will be arranged for around 2 hours on Feb. 27 or 28's afternoon. N","Keynote: Lei Xu (大学人工智能研究院首席科学家 Shanghai Jiao Tong University); Haizhou Li (lSCA Fellow The Chinese University of Hong Kong); Derong Liu (INNS and IAPR Southern University of Science and Technology); Hui Xiong (熊辉教授 Fellow of AAAS and IEEE ACM杰出科学家 Hong Kong University of Science and Technology); Hai Jin (长江学者 Huazhong University of Science and Technology); Dapeng Wu (吴大鹏教授 IEEE Fellow City University of Hong Kong); Zhijun Li (李智军教授 Fellow of IEEE and AAIA University of Science and Technology of China); Nikola Kasabov; Shyi-Ming Chen (IFSA National Taiwan University of Science and Technology); Alex X. Liu; Massimo Tornatore; Chengzhong Xu (国家科技部重点研发计划首席科学家 University of Macau); Witold Pedrycz; Ponnuthurai Nagaratnam Suganthan; Assaf Schuster; Yuhui Shi (史玉回教授 IEEE Fellow Southern University of Science and Technology); Shuanghua Yang (IEEE Senior Member University of Reading); Xiaolin Huang (黄晓霖教授 IEEE Senior Member Shanghai Jiao Tong University); Bo Qiu (徐波教授 University of Science and Technology Beijing); Jingjing Li (李晶晶教授 University of Electronic Science and Technology of China); David Greenhalgh; Hong Zhang (张红教授 Griffith University); Yiwen Wang (王怡雯教授 Hong Kong University of Science and Technology)","Topic: Machine Learning for Biomedical and Healthcare Applications Organizers |: Xiucai Ye. Organizing Committees: Lei Xu (Shanghai Jiao Tong University); Xiaoping Zhang (Tsinghua University); David Greenhalgh (University of Strathclyde); Liying Zheng (Harbin Engineering University); Tom Ko (Shenzhen Loop Area Institute); Shuai Zhao (Sun Yat-sen University); Siqi Cai (Shenzhen Loop Area Institute); Akinori Ito (Tohoku University); Cheng Siong Lee (Monash University)","","","https://www.icmlc.org/",""
"2027 International Conference on Materials and Functional Manufacturing","","","March 3-4, 2027 (WED-THU). Technical Program Academic Visit & Excursion Trip will be organized successfully only if more than 10 people register, if you are interested, please register before February 15, 2027 for reservation.","Keynote: Nguyen Quang Liem; Arunachalam Rajendran; Zongjin Li; Ildoo Chung","Join the Committees: Nguyen Quang Liem; Arunachalam Rajendran; Zongjin Li; Ildoo Chung. Committee: Tran Nhat Tan (Vice Provost of Duy Tan University); Nguyen Quang Liem (Institute Materials Sciences); Tu Le Manh (Phenikaa University); Dao Anh Quang (Vice Dean of Faculty of Environment and Natural Sciences); Nguyen Doan Quoc Anh (Ton Duc Thang University); Sung Ho Yang (Korea National University of Education)","","","https://www.icmfm.org/",""
"2027 13th International Conference on Mechatronics and Robotics Engineering","","","","Keynote: Johannes Reuter HTWG Konstanz (University of Applied Sciences); Speech Title","","","","https://www.icmre.org/",""
"14th Global Conference & Expo on Materials Science and Engineering","","","","Plenary: Mukesh Jewariya","","","Media: Conference2Go; Townscript; EventsGet; Iconf; Industry Events; Academic World Research; Evvnt","https://inovscitechconferences.com/2027/paris/matscieng/",""
"World Cargo Symposium 2027","","","24 September : Events All Conferences Annual General Meeting Webinars Cargo Experts Conference (CEC) Join us in Budapest, Hungary on 23- at the IATA Cargo Experts Conference (CEC), a specialized platform dedicated to air cargo operations.. 8 June 2026: Pressroom Press Releases & Speeches Opinions AGM Media Kit Sign up for Press Updates Annual General Meeting Media Kit Find all press materials from IATA's Annual General Meeting and World Air Transport Summit that took place in Rio de Janei","","","","Gold: CHAMP; Airbus. atc-tiered-levels.jpg; cbta.jpg","https://www.iata.org/en/events/all/world-cargo-symposium",""
"2027 11th International Conference on Biomedical Engineering and Applications","","","Tracks: Track 1: Micro- and Nano-Scale Systems for Biomedical Applications; Track 2: Biomechanics and Rehabilitation Engineering for Prosthetics and Assisti. may : Regular Paper: 4-5 pages including all figures, tables, and references. Purchasinng Extra Pages: Extra pages be purchased at 50USD per extra page.. May. 09, 2026: Submission Opening Date. Oct. 20, 2026: Submission Deadline. Nov. 10, 2026: Notification Date. Nov. 30, 2026: Registration Deadline. Mar. 26: Conference Dates: -29, 2027. September 11, 2026: News! ICBEA 2027 papers will be published in ICBEA 2027 Conference Proceedings, which will be submitted to IEEE Xplore, and submitted to be indexed by Ei Compendex and Scopus. ( Click ). August 20, 2026: News! The proceedings of ICBEA 2026 have been published in IEEE CPS conference proceedings (ISBN-13: 978-1-971299-09-9) and archived in IEEE Computer Society Digital Library. ( Click ). May 09, 2026: News! ICBEA 2027 is confirmed to be held in Xi'an, China during Mar. 26-29, 2026. ( Click ). March 29, 2026: News! ICBEA 2026 was held in a hybrid mode of online and onsite during Feb. 27-Mar. 02, 2025 in Kitakyushu, Japan. ( Click ). September 11, 2025: News! Prof. Hyo-Il Jung and Prof. TSUI Kwok-Wing Stephen will attend the conference to deliver keynote talk. ( Click ). June 02, 2025: News! The accepted and registered papers have been published in IEEE CPS conference proceedings (ISBN: 979-8-3315-3571-1) , indexed by EI Compendex and Scopus . ( Click ). May 06, 2025: News! Official website of ICBEA 2026 is onlined and paper submission is opene d. ( Click ). March 01, 2025: News! ICBEA 2025 was held in a hybrid mode of online and onsite during Feb. 27-Mar. 02, 2025 in Seoul, South Korea . ( Click ). September 25, 2024: News! Prof. Ki Chon (Fellow of IEEE, NAI, IAMBE, AIMBE) from University of Connecticut will attend ICBEA 2025 and deliver a Keynote Speech. ( Click ). June 25, 2024: News! Official website of ICBEA 2025 is onlined and paper submission is opene d. ( Click ). February 28, 2024: News! ICBEA 2024 conference schedule is updated. ( Click ). November 17, 2023: News! Chair Prof. Yu Huang will deliver a Keynote Talk in ICBEA 2024 . ( Click ). September 20, 2023: News ! ICBEA 2023 papers have been published in CPS Conference Proceedings and archived in IEEE Xplore. ( Click )","Keynote: Hyo-Il Jung; TSUI Kwok-Wing Stephen","CONFERENCE COMMITTEE: Honorary Chair; Mohamad Sawan (Westlake University); General Chairs; Tohru Kamiya (Kyushu Institute of Technology); Jun Ohta (Nara Institute of Science and Technology); Tuan D. Pham (Queen Mary University of London); Jae Kyu Lee (Xi an Jiaotong University); Samuel Gan (Wenzhou-Kean University); Pedro Furtado (University of Coimbra); Hiroyuki Kudo (Meiji University); Publication Chair Wenwen Huang (Zhejiang University); Publicity Chair Lijun Yang (Shanxi Medical University); Finance Chair Ming Gong (Shanxi Medical University); Wenwu Wang (University of Surrey); Da-Chuan Cheng (China Medical University); Hongxin Zhang (Beijing University of Posts and Telecommunications); Asst. Prof. Juexiao Zhou (Chinese University of Hong Kong); Wei Lan (Guangxi University)","","","https://www.icbea.org/",""
"2027 11th International Conference on Robotics, Control and Automation","","","","Keynote: Mingcong Deng (Tokyo University of Agriculture and Technology, Japan); Abderazek Ben Abdallah (University of Aizu, Japan); Lu LIU (City University of Hong Kong, hong Kong, China)","Conference Committee: Jianbin Qiu (Harbin Institute of Technology); Makoto IWASAKI (Nagoya Institute of Technology); Mingcong Deng (Tokyo University of Agriculture and Technology); Abderazek Ben Abdallah (The University of Aizu); Chun-Yi Su (Concordia University); Keitaro Naruse (The University of Aizu); Anthony Tzes (New York University Abu Dhabi); Liangjing Yang (Zhejiang University); Weiwei Wan (Osaka University); Hesuan Hu (Xidian University); Lu Liu (City University of Hong Kong); Radu-Emil Precup (Universitatea Politehnica Timisoara); Yu-Sheng Lu (National Taiwan University); Dan Zhang (Zhejiang University of Technology); Lau Tat Ming Darwin (The Chinese University of Hong Kong); Zi-Peng Wang (Beijing University of Technology); Dinh Tuan Tran (Shiga University); Haifeng Ma (Shandong University); Sichen Tao (Tohoku University); Abhik Singla (University of Massachusetts)","","","https://www.icrca.org/",""
"Dubai International Conference on Teaching, Education & Learning","","","","Keynote: Rea Raus; Raj Mestry; Shahira El Alfy; Luke Carson; Kasereka Sivalikwiha Matsundo; Ömer Solak; Alvin B. Punongbayan; Hima Parameswaran; Aljemedin S. Jaudinez; Ross Burkhart; Hii Puong Koh; Maria Teresa Matriano Assistant Professor (Middle East College); Froilan D. Mobo; John Joseph D. Zarate; Sandrina Diniz Fernandes Milhano; Lourdes Atiaja; Vitor Tomé; Ana Verde Trabada; Hilda H. Aseoche; Lajarca St. Junction; Mario Pace. B.Ed; Lynne M. Celli; Jose Elmer S. Oficiar; Tagum City; Haleema Sadia; Director Edufaminternational; Chairperson SAET; Lawrence Meda; Bashar Malkawi; Nuria Recuero Virto; Dom Thompson; Somayeh Ahangaran; Wijaya Heru Santosa; Steven C. Koehn; General Manager (University of Indianapolis television station); Cell Dilon; Ana Sofia Saldanha; Christine Condaris; Mladen Milicevic; Beata Mirecka Jakubowska; Diena Noviarini; Joanne Blannin; Lee Saw Im; Senior Chemistry Teacher; Sanjay Gupta; Associate Dean (Langdale College of Business); Jari Martikainen; Junior Researcher (University of Eastern Finland); Abdel Rahman Mitib Altakhaineh; Peter Shephard; Noor Hanim Rahmat; Ma. Victoria Castillo Magayon; János Kollár; Assistant Professor Dr Patama Satawedin; Henrique Teixeira Gil; Senior Lecturer (Polytechnic Institute of Castelo Branco); H M Belal Senior Lecturer (Liverpool Business School); Witold Matulewicz; Henjie A. Carmelotes; Saravanan Sugumaran; Meiyanti Widyaningrum; Holger Nord; Area Manager (Victorian School of Languages); Liudmyla Gryzun; Vasiliki Kakosimou; Juana Mª Ortega-Tudela; Julia Milner; Academic Director Global MBA; Boontip Siritarungsri; Namita Panicker; Learning And Development; Sandra Rahman; Aseel Zibin; Mahboob Sooltan Sohawon; Arshad I Ashraf; Mahend Gungapersad; Kanlaya Daraha; Chen Wenli (National Institute of Education); Thanapauge Chamaratana; Kumar Laxman; Subrata Chattopadhyay (RWTH Aachen University); Navid Mollaee (University Lecturer Management Consultant); Iman Farshchi (Head of School); P. Sujatha (Department of English at Kongu Nadu Arts and Science College); Gnanaprakasam Chinnappan (School of Accounting and Finance); Agila Govindarajan (KTG Education Group); Varijakshi Prabhakaran (Northern Lakes College); Abdul Kayoom.V (Department of English); MD. Shamim Hossain; Hiroshi Hasegawa (School of Education); Manoj Sahni (Department of Mathematics and Computer Science Pandit Deendayal Petroleum University); Mohd Nazri Bin Latiff Azmi (Faculty of Languages and Communication); Sampath Emani; Nirmaljit K Rathee; Acting Director (Education Department); N B Jubani (Professor of Education and Dean Faculty of Social Sciences)","","","","https://teacherforum.org/dubai-ictel-16-17-feb-2027",""
"2027 18th International Conference on E-Education, E-Business, E-Management and E-Learning","","","LaTeX Template (Full Paper). October 20, 2026: Special Sessions Proposal Submission: Submission of Papers of Special Sessions: November 20, 2026","","Organizing Committee: Publicity Chairs (Mitsunori Hirogaki, Kyushu University, Japan)","","","https://www.ic4e.net/",""
