conference_name,start_date,end_date,city,country,venue,accommodation,organizer,overview,official_url,source_url,call_for_papers,cfp_deadline,cfp_url,fees_and_pricing,registration_url,program_agenda,keynote_speakers,technical_committee,sponsors,logo_url,banner_url
ELTAM Mongolia 19th National TEFL / 15th Mongolia TESOL International Conference,2026-09-25,2026-09-27,Ulaanbaatar,Mongolia,"Mongolian National University of Education, Ulaanbaatar, Mongolia.",,ELTAM Mongolia / Mongolia TESOL,English-language teaching / teacher wellbeing / pedagogy. Theme: 'Well-being as Pedagogy – Teaching English without Burnout.',,https://www.iatefl.org/iatefl-associates-events/,Conference presentation participation is managed by ELTAM/Mongolia TESOL.,,,Paid delegate registration through the organising association.,,Sep 25–27; national TEFL and international TESOL sessions focused on teacher wellbeing and pedagogy.,ELT specialists and teacher educators from Mongolia and abroad.,ELTAM/Mongolia TESOL conference organisers.,,ELTAM Mongolia 19th National TEFL / 15th Mongolia TESOL International Conference,ELTAM Mongolia 19th National TEFL / 15th Mongolia TESOL International Conference
International Education Conference (IEC) 2026 – Universiti Malaya,2026-09-29,2026-09-30,Kuala Lumpur,Malaysia,"Universiti Malaya, Kuala Lumpur, Malaysia.",,"Faculty of Education, Universiti Malaya","Education research / pedagogy / curriculum / future-ready learning. Conference on innovative pedagogy, humanising education, sustainable curricula and glocal educational innovation.",https://umevent.um.edu.my/IEC2026,https://umevent.um.edu.my/IEC2026 | https://umevent.um.edu.my/IEC2026%3D797134c3e42371bb4979a462eb2f042a,Extended abstract and full-paper submissions accepted.,2026-08-14,https://umevent.um.edu.my/IEC2026,Paid conference registration and payment administered through UMEvent.,https://umevent.um.edu.my/IEC2026,"Sep 29–30; research presentations and dialogue on future-ready pedagogy, interdisciplinary education, sustainable curricula and global competencies.","Education researchers, policymakers and practitioners participate through the programme.","IEC 2026 Secretariat, Faculty of Education, Universiti Malaya, administers submissions and programme.",,International Education Conference (IEC) 2026 – Universiti Malaya,International Education Conference (IEC) 2026 – Universiti Malaya
GESS Saudi Arabia 2026,2026-09-29,2026-10-01,Riyadh,Saudi Arabia,"The Arena, Riyadh, Saudi Arabia.",,GESS Education,"K-12 / EdTech / education leadership. Saudi edition focused on innovation, school leadership, AI and education transformation aligned with Saudi Vision 2030.",https://www.gess-saudiarabia.com/,https://www.gess-saudiarabia.com/ | https://www.gess-saudiarabia.com/conference-programme,Official Apply to Speak route is open for conference participation.,,https://www.gess-saudiarabia.com/conference-programme,Visitor registration through official site; conference/exhibition access provided to education professionals.,https://www.gess-saudiarabia.com/,"Sep 29–Oct 1; opening hours 10:00–18:00, 10:00–18:00 and 10:00–17:00. Tracks include Leaders in Education, GESS Talks Live, EdTech in Action and Product Showcase.","Angelique Davidson — Grade Level Coordinator and AP English Teacher, Al-Bayan Bilingual School, among 144+ speakers.",GESS curates CPD-accredited conference programming.,Official sponsor programme and exhibitors are published by GESS.,GESS Saudi Arabia 2026,GESS Saudi Arabia 2026
EDUCAUSE Annual Conference 2026,2026-09-29,2026-10-02,"Denver, Colorado",United States,"Colorado Convention Center, Denver, Colorado, USA; online programme Oct 14–15.",,EDUCAUSE,Higher education technology / digital transformation / cybersecurity / AI. EDUCAUSE's flagship conference for higher-ed IT and campus technology leaders.,https://events.educause.edu/annual-conference,https://events.educause.edu/annual-conference/call-for-proposals | https://www.educause.edu/about/corporate-participation/conferences | https://events.educause.edu/annual-conference/2026-online,Call for proposals invited member and corporate session submissions.,2026-04-07 23:59 ET,https://events.educause.edu/annual-conference/call-for-proposals,"Paid in-person and online registration, with member and nonmember categories.",https://events.educause.edu/annual-conference,"Denver Sep 29–Oct 2 plus online Oct 14–15; general sessions, breakout sessions, workshops, exhibit hall and networking.","Adam Grant — organizational psychologist and bestselling author, Online General Session presenter.",EDUCAUSE programme reviewers and conference team administer proposal selection and tracks.,"EDUCAUSE supports exhibit, presentation and sponsorship opportunities; 4,000+ higher-ed technology leaders expected.",EDUCAUSE Annual Conference 2026,EDUCAUSE Annual Conference 2026
QS Higher Ed Summit: Americas 2026,2026-09-30,2026-10-02,Guadalajara,Mexico,"Guadalajara, Mexico.",,QS,Higher education / institutional performance / internationalisation. Regional QS summit for university leaders across the Americas.,https://www.qs.com/conferences/conference-calendar,https://www.qs.com/conferences/conference-calendar,Speaker and partner participation are organised through QS conferences.,,https://www.qs.com/conferences/conference-calendar,Paid delegate registration is offered through the QS conference platform.,https://www.qs.com/conferences/conference-calendar,"Sep 30–Oct 2; higher-ed leadership sessions focused on institutional performance, partnerships and regional strategy.",University leaders and QS experts participate in the programme.,QS conference team curates programme and speakers.,QS offers official conference sponsorship opportunities.,QS Higher Ed Summit: Americas 2026,QS Higher Ed Summit: Americas 2026
50th FAAPI Annual Conference 2026,2026-10-01,2026-10-03,Online,Argentina,Online/Virtual.,,FAAPI – Argentine Federation of English Teachers’ Associations,"English-language teaching / teacher education / equity. Theme: 'Towards Intersectional ELT: Reframing Practice, Imagining Change.'",,https://www.iatefl.org/iatefl-associates-events/,Conference speaker/presentation submissions are managed by FAAPI.,,,Paid online conference registration through FAAPI.,,"Oct 1–3; virtual annual ELT conference with plenaries, presentations and teacher-development sessions.",Argentine and international ELT educators.,FAAPI conference organising committee.,,50th FAAPI Annual Conference 2026,50th FAAPI Annual Conference 2026
NACAC Conference 2026,2026-10-08,2026-10-10,"Minneapolis, Minnesota",United States,"Minneapolis Convention Center, 1301 2nd Ave S, Minneapolis, MN 55404, USA.",,National Association for College Admission Counseling,College admissions / counseling / enrollment / student success. Premier professional conference for college admission counseling.,https://nacacconference.org/,https://nacacconference.org/ | https://nacacconference.org/about/ | https://nacacconference.org/get-involved/,Education session proposals and reviewer applications were accepted for the 2026 conference.,,https://nacacconference.org/get-involved/,Paid conference registration with NACAC member rates.,https://nacacconference.org/,"Oct 8–10; 100+ education sessions, 200+ exhibitors, main-stage events, college fairs, tours and networking for 6,500+ attendees.",Arthur Brooks — main-stage conversation; additional featured speakers on the future of work and college admissions.,NACAC education programme reviewers and conference committees curate accepted sessions.,Official sponsor programme and expo exhibitors support the conference.,NACAC Conference 2026,NACAC Conference 2026
2026 International Education Conference & Expo Vietnam,2026-10-08,2026-10-09,Hanoi,Vietnam,"Hanoi, Vietnam.",,"Ministry of Education and Training, Vietnam","Digital education / education innovation / sustainable education. Government-led conference and expo connecting education institutions, technology organisations, experts and policymakers.",,https://announce.ndhu.edu.tw/mail_display.php?timestamp=1781657819 | https://www.ouk.edu.tw/researchdevelopment/ActivitiesDetailC121000.aspx?Cond=d0f75d21-f2b3-43f1-949b-f18f79df5291,Official participant registration was open for the conference and exhibition.,2026-06-30,https://www.ouk.edu.tw/researchdevelopment/ActivitiesDetailC121000.aspx?Cond=d0f75d21-f2b3-43f1-949b-f18f79df5291,Conference component is free; education exhibition participation is fee-based.,https://www.ouk.edu.tw/researchdevelopment/ActivitiesDetailC121000.aspx?Cond=d0f75d21-f2b3-43f1-949b-f18f79df5291,Oct 8–9; conference and education expo under the theme of innovation for sustainable education in the digital age.,"Education institutions, experts and policymakers participate in official programme.",Vietnam Ministry of Education and Training leads the event.,,2026 International Education Conference & Expo Vietnam,2026 International Education Conference & Expo Vietnam
YALS 21st Annual Conference 2026,2026-10-10,2026-10-10,Belgrade,Serbia,"Hotel Palace, Belgrade, Serbia.",,YALS / IATEFL Associate,English-language teaching / teacher development. Theme: 'Future in the Making: From Potential to Possibility.',,https://www.iatefl.org/iatefl-associates-events/,Speaker/presentation participation managed by YALS.,,,Paid conference registration through YALS.,,Oct 10; one-day annual conference with ELT professional-development sessions.,Language educators and ELT speakers.,YALS conference committee.,,YALS 21st Annual Conference 2026,YALS 21st Annual Conference 2026
QS Arab Forum 2026,2026-10-14,2026-10-15,Riyadh,Saudi Arabia,"Riyadh, Saudi Arabia.",,QS,Higher education / institutional performance / Arab-region university leadership.,https://www.qs.com/conferences/conference-calendar,https://www.qs.com/conferences/conference-calendar,Speaker and partner participation through QS.,,https://www.qs.com/conferences/conference-calendar,Paid delegate registration through QS.,https://www.qs.com/conferences/conference-calendar,Oct 14–15; university-leadership forum focused on institutional performance and Arab higher education.,Regional university leaders and QS experts.,QS conference team.,Official QS sponsorship opportunities.,QS Arab Forum 2026,QS Arab Forum 2026
ELTAM North Macedonia 14th Biannual International Conference,2026-10-16,2026-10-17,Skopje,North Macedonia,"Conference Hall GTC, Skopje, North Macedonia.",,ELTAM North Macedonia,"English-language teaching / teacher development. Theme: 'Teach, transform thrive.'",,https://www.iatefl.org/iatefl-associates-events/,Conference presentation participation managed by ELTAM.,,,Paid registration through ELTAM.,,Oct 16–17; biannual international ELT conference with professional-development presentations and workshops.,Regional and international ELT educators.,ELTAM conference committee.,,ELTAM North Macedonia 14th Biannual International Conference,ELTAM North Macedonia 14th Biannual International Conference
Australian International Education Conference (AIEC) 2026,2026-10-27,2026-10-30,Sydney,Australia,"Sydney, New South Wales, Australia.",,IDP Education / International Education Association of Australia (IEAA),International education / student mobility / higher education. 40th-anniversary conference themed 'Future Thinking.',https://aiec.idp.com/,https://aiec.idp.com/ | https://ieaa.org.au/IEAA/IEAA/Events/Event.aspx?EventKey=EVE271026,"Call for proposals opened Feb 9 and closed Mar 20, 2026.",2026-03-20,https://aiec.idp.com/,Paid registration with super-early-bird and early-bird deadlines; group registration available.,https://aiec.idp.com/,"Oct 27–30; four-day programme with concurrent sessions, expert panels, interactive presentations, networking and social events.",2026 keynote speakers are published through the AIEC programme.,IEAA/IDP programme team curates accepted sessions and conference programme.,Sponsorship and exhibition packages are officially available.,Australian International Education Conference (AIEC) 2026,Australian International Education Conference (AIEC) 2026
QS Higher Ed Summit: Asia Pacific 2026,2026-11-03,2026-11-05,Bali,Indonesia,"Bali, Indonesia; hybrid.",,QS,Higher education / institutional performance / Asia-Pacific university leadership.,https://www.qs.com/conferences/conference-calendar,https://www.qs.com/conferences/conference-calendar,Speaker and partner participation through QS.,,https://www.qs.com/conferences/conference-calendar,Paid delegate registration through QS.,https://www.qs.com/conferences/conference-calendar,"Nov 3–5; hybrid summit for Asia-Pacific higher-ed leaders focused on institutional performance, strategy and global engagement.",Regional university leaders and QS experts.,QS conference team.,Official QS sponsorship opportunities.,QS Higher Ed Summit: Asia Pacific 2026,QS Higher Ed Summit: Asia Pacific 2026
IATEFL Themes Online Conference 2026,2026-11-06,2026-11-08,Online,Online,Online/Virtual.,,International Association of Teachers of English as a Foreign Language (IATEFL),English-language teaching / TESOL / teacher professional development. Online conference featuring selected sessions from the 2026 IATEFL International Conference.,https://www.iatefl.org/civicrm/event/info/?id=856&reset=1,https://www.iatefl.org/civicrm/event/info/?id=856&reset=1,Programme draws from accepted/presented IATEFL conference sessions.,,https://www.iatefl.org/civicrm/event/info/?id=856&reset=1,GBP 15 standard; GBP 10 members of IATEFL Associate teaching associations; free for IATEFL members.,https://www.iatefl.org/civicrm/event/info/?id=856&reset=1,Nov 6 14:00–Nov 8 17:00; three-day online programme featuring popular conference sessions and Special Interest Group content.,IATEFL conference presenters and SIG speakers.,IATEFL and its Special Interest Groups curate the online programme.,,IATEFL Themes Online Conference 2026,IATEFL Themes Online Conference 2026
ECIS Early Childhood Conference 2026,2026-11-10,2026-11-11,Madrid,Spain,"SEK El Castillo, Madrid, Spain.",,Educational Collaborative for International Schools (ECIS),Early childhood education / international schools / pedagogy. ECIS specialist conference for early-years educators.,https://ecis.org/,https://ecis.org/,Registration and call for proposals are open for #ECISEarlyChildhood2026.,,https://ecis.org/,Paid registration through ECIS.,https://ecis.org/,Nov 10–11; specialist early-childhood conference with proposal-led professional-learning sessions.,Early-childhood educators and school leaders participate through the accepted programme.,ECIS Early Childhood community and conference organisers curate the programme.,,ECIS Early Childhood Conference 2026,ECIS Early Childhood Conference 2026
GESS Dubai 2026,2026-11-10,2026-11-12,Dubai,United Arab Emirates,"Dubai World Trade Centre, Sheikh Saeed Halls, Dubai, UAE.",,GESS Education,K-12 / EdTech / school leadership / teacher professional development. Major education exhibition and CPD conference serving the Middle East.,https://www.gessdubai.com/,https://www.gessdubai.com/ | https://www.gesseducation.com/event/gess-dubai-2026,Official conference participation includes Apply to Speak and awards nominations.,,https://www.gessdubai.com/,Visitor registration is offered through GESS; education-professional exhibition access is generally free subject to eligibility.,https://www.gessdubai.com/,"Nov 10–12; extensive conference programme, hands-on workshops, interactive demonstrations and GESS Awards programme.","High-level education leaders and global education speakers appear across GESS Talks, leadership and EdTech stages.",GESS programme team curates CPD-accredited content and education stages.,Official sponsors and exhibitors support the 2026 Dubai edition.,GESS Dubai 2026,GESS Dubai 2026
CASE Europe Annual Conference 2026,2026-11-10,2026-11-12,Edinburgh,United Kingdom,"Edinburgh International Conference Centre (EICC), The Exchange, 150 Morrison St, Edinburgh EH3 8EE.",HotelMap plus official travel/hotel discounts for Edinburgh.,CASE,Higher education advancement / alumni relations / fundraising / communications / institutional leadership.,https://www.case.org/conferences-training/case-europe-annual-conference-2026,https://www.case.org/conferences-training/case-europe-annual-conference-2026 | https://www.case.org/conferences-training/case-europe-annual-conference-2026/call-sessions | https://www.case.org/conferences-training/case-europe-annual-conference-2026/venue-accommodation,"Call for Sessions accepted roundtable, clinic and other programme proposals.",2026-03-30 23:59 BST,https://www.case.org/conferences-training/case-europe-annual-conference-2026/call-sessions,Paid member/nonmember conference registration; CASE members receive discounts.,https://www.case.org/conferences-training/case-europe-annual-conference-2026,"Nov 10–12; advancement, fundraising, alumni, communications and management sessions plus networking.",Speakers are published through the official CEAC26 programme.,Official CEAC planning committee is published by CASE.,"Platinum, Gold, Silver, Bronze sponsors and exhibitors are officially listed.",CASE Europe Annual Conference 2026,CASE Europe Annual Conference 2026
Going Global 2026,2026-11-17,2026-11-19,Istanbul,Turkey,"Istanbul, Türkiye.",,British Council,"International higher education / tertiary education / policy / partnerships. Strategic forum for leaders of international education, themed 'future-ready tertiary education.'",https://www.britishcouncil.org/going-global,https://www.britishcouncil.org/going-global | https://www.britishcouncil.org/going-global/sponsorships,Programme participation and thought-leadership opportunities are curated by the British Council.,,https://www.britishcouncil.org/going-global,Delegate registration is administered through the British Council's Going Global platform.,https://www.britishcouncil.org/going-global,"Nov 17–19; strategic sessions for senior international education leaders, institutions, policymakers and government representatives.",Senior tertiary education leaders and policy influencers participate in the conference.,British Council curates and organises the programme.,Official sponsorship programme is open for Going Global 2026.,Going Global 2026,Going Global 2026
QS Eurasia Forum 2026,2026-11-19,2026-11-19,Astana,Kazakhstan,"Astana, Kazakhstan.",,QS,Higher education / global engagement / Eurasian universities.,https://www.qs.com/conferences/conference-calendar,https://www.qs.com/conferences/conference-calendar,Speaker and partner participation through QS.,,https://www.qs.com/conferences/conference-calendar,Paid delegate registration through QS.,https://www.qs.com/conferences/conference-calendar,Nov 19; one-day forum focused on Eurasian higher-education global engagement.,University leaders and QS experts.,QS conference team.,Official QS sponsorship opportunities.,QS Eurasia Forum 2026,QS Eurasia Forum 2026
TESOL France 45th Annual International Colloquium 2026,2026-11-20,2026-11-22,Paris,France,"Paris, France.",,TESOL France,English language teaching / teacher development / TESOL. Theme: 'More than a Teacher: The Expansion of Skill Sets of the 21st-century Language Educator.',https://www.tesol-france.org/,https://www.iatefl.org/iatefl-associates-events/,Speaker/presentation participation managed by TESOL France.,,https://www.tesol-france.org/,Paid conference registration through TESOL France.,https://www.tesol-france.org/,"Nov 20–22; annual international TESOL colloquium with plenaries, workshops and practitioner sessions.",International TESOL educators and teacher-development speakers.,TESOL France conference committee.,,TESOL France 45th Annual International Colloquium 2026,TESOL France 45th Annual International Colloquium 2026
JALT 52nd Annual International Conference 2026,2026-11-20,2026-11-22,Nagoya,Japan,"WINC Aichi, Nagoya City, Aichi Prefecture, Japan.",,Japan Association for Language Teaching (JALT),Language teaching / ELT / applied linguistics / educational materials. Theme: 'Beyond the Classroom — From Local Voice to Global Impact.',https://jalt.org/jalt-international-conference/,https://www.iatefl.org/iatefl-associates-events/,Conference proposal and presentation process administered by JALT.,,https://jalt.org/jalt-international-conference/,Paid member/nonmember/student conference registration through JALT.,https://jalt.org/jalt-international-conference/,Nov 20–22; international language-teaching conference and Educational Materials Exhibition.,"Language-teaching researchers, educators and practitioners from Japan and abroad.",JALT conference committee curates presentations and programme.,Educational-material exhibitors and sponsors participate.,JALT 52nd Annual International Conference 2026,JALT 52nd Annual International Conference 2026
QS Higher Ed Summit: Middle East 2026,2026-11-22,2026-11-24,Abu Dhabi,United Arab Emirates,"Abu Dhabi, UAE; hybrid.",,QS,Higher education / digital innovation / university strategy in the Middle East.,https://www.qs.com/conferences/conference-calendar,https://www.qs.com/conferences/conference-calendar,Speaker and partner participation through QS.,,https://www.qs.com/conferences/conference-calendar,Paid delegate registration through QS.,https://www.qs.com/conferences/conference-calendar,Nov 22–24; hybrid higher-ed summit focused on digital innovation and regional university strategy.,University leaders and QS experts.,QS conference team.,Official QS sponsorship opportunities.,QS Higher Ed Summit: Middle East 2026,QS Higher Ed Summit: Middle East 2026
QS Reimagine Education Awards & Conference 2026,2026-12-06,2026-12-08,London,United Kingdom,"London, United Kingdom.",,QS,Education innovation / EdTech / higher education / teaching and learning. Global conference and awards focused on innovation in education.,https://www.qs.com/conferences/conference-calendar,https://www.qs.com/conferences/conference-calendar,Reimagine Education includes award entries and speaker/partner participation.,,https://www.qs.com/conferences/conference-calendar,Paid conference registration through QS.,https://www.qs.com/conferences/conference-calendar,"Dec 6–8; conference sessions, innovation showcases and awards programme.",Global education innovators and higher-ed leaders.,QS/Reimagine Education programme team.,Official sponsorship opportunities.,QS Reimagine Education Awards & Conference 2026,QS Reimagine Education Awards & Conference 2026
ECIS Multilingual Learning in International Education Conference 2027,2027-01-23,2027-01-24,Madrid,Spain,"Universidad Camilo José Cela, Madrid, Spain.",,Educational Collaborative for International Schools (ECIS),Multilingual education / international schools / language learning. Specialist conference for educators in multilingual international-school settings.,https://ecis.org/,https://ecis.org/,Registration and Call for Proposals are open for #MLIE2027.,,https://ecis.org/,Paid registration through ECIS.,https://ecis.org/,"Jan 23–24, 2027; proposal-led specialist sessions on multilingual learning in international education.",International-school language educators and leaders.,ECIS specialist community and conference organisers.,,ECIS Multilingual Learning in International Education Conference 2027,ECIS Multilingual Learning in International Education Conference 2027
